action,equity,position
BUY,9977.180950000002,1
BUY,9977.172410000001,1
BUY,9977.164530000002,1
BUY,9977.155760000001,1
BUY,9977.147880000002,1
BUY,9977.141110000002,1
BUY,9977.133550000002,1
BUY,9977.124770000002,1
BUY,9977.114930000002,1
BUY,9977.104910000002,1
BUY,9977.094290000003,1
BUY,9977.084500000003,1
BUY,9977.073930000002,1
BUY,9977.063490000002,1
BUY,9977.052990000002,1
BUY,9977.042350000002,1
BUY,9977.031550000002,1
BUY,9977.021730000002,1
BUY,9977.012190000003,1
BUY,9977.012190000003,1
